symbol,name,sector,market_cap,change_pct
CVS,CVS Health,Health Care,95251871160.7756,0.046671549479166664
DHI,D. R. Horton,Consumer Discretionary,48021738758.28049,-2.375756466027462
DHR,Danaher Corporation,Health Care,162880256278.8564,-0.43333864311926884
DRI,Darden Restaurants,Consumer Discretionary,20493886598.45717,-0.8741275590654173
DAR,Darling Ingredients,Consumer Staples,5761136816.792633,-0.5189905442190197
DDOG,Datadog,Information Technology,53487808916.90512,-2.1176942905612988
DVA,DaVita,Health Care,8385877761.84082,-0.8160645563557082
DAY,Dayforce,Industrials,11060016390.60759,0.021706787235393325
DECK,Deckers Brands,Consumer Discretionary,14229837548.483017,0.9897888062797379
DE,Deere & Company,Industrials,130515027157.68066,0.20339140215291368
DAL,Delta Air Lines,Industrials,44205577400.91577,0.31115586178643145
DELL,Dell Technologies,Information Technology,92861456018.774,3.326342814495701
XRAY,Dentsply Sirona,Health Care,2254298615.4974527,-0.38095672202462866
DVN,Devon Energy,Energy,24065267903.137207,0.623509203805143
DXCM,Dexcom,Health Care,25352838545.28145,-0.30839931063683507
FANG,Diamondback Energy,Energy,46452389346.13516,1.3385497233417267
DKS,Dick's Sporting Goods,Consumer Discretionary,20352938870.154922,-0.429935823919708
DLR,Digital Realty,Real Estate,56284946577.1864,0.8203378662195316
DDS,Dillard's,Consumer Discretionary,10726404418.945312,0.38396472764033673
DOCU,DocuSign,Information Technology,14514067607.881378,1.6850676376804783
DLB,Dolby Laboratories,Information Technology,6366929238.799324,0.21119231817003178
DG,Dollar General,Consumer Staples,26802310290.67868,10.851763689136156
DLTR,Dollar Tree,Consumer Staples,23794889194.672546,3.374074787255965
D,Dominion Energy,Utilities,51358614436.05548,0.19990462938909428
DPZ,Domino's,Consumer Discretionary,14583777027.322906,-0.48878034172844204
DCI,Donaldson Company,Industrials,11009969543.116539,7.796805879023407
DASH,DoorDash,Consumer Discretionary,95513582058.65062,-0.3595842624599558
DV,DoubleVerify,Information Technology,1776185979.1418724,0.27727067922061716
DOV,Dover Corporation,Industrials,26248384487.43347,0.5833818181672372
DOW,Dow Inc.,Materials,16516101540.84961,-2.1675058278089665
DOCS,Doximity,Health Care,9694087956.817074,-0.07761906030967673
DKNG,DraftKings,Consumer Discretionary,17578835436.433487,2.286543944927032
DBX,Dropbox,Information Technology,7759510293.422937,-0.8684042225920409
DTM,DT Midstream,Energy,12306103884.716034,0.8709107566834776
DTE,DTE Energy,Utilities,27758912144.477905,0.36042274570226407
DUK,Duke Energy,Utilities,92094532825.43372,-0.164390229564244
DNB,Dun & Bradstreet,Industrials,100000000.0,0.0
DUOL,Duolingo,Consumer Discretionary,8725875653.385544,1.8452564133595666
DD,DuPont,Materials,16834428646.181122,1.3111458894713106
BROS,Dutch Bros. Coffee,Consumer Discretionary,10084407073.063156,0.09802544386287432
DXC,DXC Technology,Information Technology,2497926412.2384853,1.8613147298620003
DT,Dynatrace,Information Technology,13341681112.53096,-0.4497223338120085
ELF,e.l.f. Beauty,Consumer Staples,4807617924.922119,0.30483402863628634
EXP,Eagle Materials,Materials,7187681911.933838,-1.118249044886698
EWBC,East West Bancorp,Financials,15084591977.551346,0.4681425513187773
EGP,EastGroup Properties,Real Estate,9603823120.809998,0.43517002644067815
EMN,Eastman Chemical Company,Materials,7053006596.195572,-0.24362762160532522
ETN,Eaton Corporation,Industrials,132347874093.62793,1.3082170739466266
EBAY,eBay,Consumer Discretionary,37601959442.13867,0.3414619259717988
ECL,Ecolab,Materials,74533758425.85107,-0.6128684596836715
EIX,Edison International,Utilities,22177984292.087067,0.5759194335926773
EW,Edwards Lifesciences,Health Care,50315937391.6626,2.0540585915309726
ELAN,Elanco,Health Care,10826655531.562096,-1.758338071606923
ESTC,Elastic NV,Information Technology,7825902490.37645,-1.839505885322527
EA,Electronic Arts,Communication Services,50866585737.24133,0.08857471080875033
ESI,Element Solutions,Materials,6400897909.931282,1.9075102787345553
ELV,Elevance Health,Health Care,75693665235.68115,1.6326235355253214
EME,Emcor,Industrials,28190854758.19336,2.898691214767157
EMR,Emerson Electric,Industrials,76946016687.01172,1.356662346604713
EHC,Encompass Health,Health Care,11398946168.802063,0.12384942366822556
ENPH,Enphase Energy,Information Technology,3919248384.388035,1.905414715620089
ENTG,Entegris,Information Technology,13311238046.264648,1.7793018683660105
ETR,Entergy,Utilities,42190010066.04224,0.24406129260113057
NVST,Envista,Health Care,3372658020.078659,-0.7579495396714511
EOG,EOG Resources,Energy,61331387266.234436,0.7352708250275609
EPAM,EPAM Systems,Information Technology,11229610722.242432,0.80999755859375
EPR,EPR Properties,Real Estate,3988634581.2216644,-0.10430767643830059
EQT,EQT Corporation,Energy,37806041898.994446,-0.9645191360985742
EFX,Equifax,Industrials,26297713561.930847,1.7687755489235697
EQIX,Equinix,Real Estate,71021920297.35315,-1.2801539773312263
EQH,Equitable Holdings,Financials,13783170438.212448,0.8437394532568343
